"","gene_id","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4102","ENSG00000146858","ZC3HAV1L",-1.97427440107752,1.36074224189851,-8.21821584048269,4.05859024214386e-06,7.81533113367244e-05,4.75971851046078
"4103","ENSG00000146904","EPHA1",0.80499201239843,3.05509788959886,3.60095165340427,0.00395103976111149,0.0106988897564341,-2.42019428400451
"4104","ENSG00000146950","SHROOM2",0.627276494103135,3.77003626887213,3.45152424951373,0.00516233529086459,0.0132234139668992,-2.79498387814078
"4105","ENSG00000146955","RAB19",-1.61080785450994,0.634735383905066,-5.21234981653536,0.00025889038904535,0.0012910156706475,0.67740559751028
"4106","ENSG00000146966","DENND2A",-1.05945685062842,2.6727873318034,-5.00884904969876,0.000358430641767661,0.00166487730857254,0.0940865709068417
"4107","ENSG00000147003","CLTRN",1.58323367095819,2.96134199348493,3.52914234915894,0.00449187784803766,0.0118349118234332,-2.53387724108933
"4108","ENSG00000147010","SH3KBP1",-0.486710472553216,4.41841411061644,-3.49233871809568,0.00479790829179787,0.0124718776117425,-2.77746945789778
"4109","ENSG00000147044","CASK",-0.665789602509962,5.31094939701878,-5.07022095302459,0.000324734307350905,0.00153813261781177,-0.0180354503213316
"4110","ENSG00000147065","MSN",-0.904401409494087,7.69624959726725,-3.44323774454586,0.00523971462751535,0.0133935843793668,-2.65693759413131
"4111","ENSG00000147100","SLC16A2",2.45418667718605,5.89198162261775,8.89525690943076,1.84543268732332e-06,4.92245474210804e-05,5.38547491261544
"4112","ENSG00000147113","DIPK2B",-2.72302075309975,2.26110993422208,-8.6144893380698,2.54431592292032e-06,5.97440566049562e-05,5.19206473557296
"4113","ENSG00000147123","NDUFB11",1.49640191200583,4.68351127926687,5.85624489870011,9.6118287174937e-05,0.000622846500893592,1.24720863095311
"4114","ENSG00000147133","TAF1",-0.586509565100693,5.21080108468677,-5.12714983437367,0.000296456585307422,0.00143276098885836,0.0740714433052769
"4115","ENSG00000147138","GPR174",-3.09408921862941,1.0755992885978,-5.9467484378788,8.40138845031942e-05,0.000566585739952854,1.76244722430338
"4116","ENSG00000147144","CCDC120",-0.897848538853377,2.63910886828223,-3.35768856012741,0.00611125987055746,0.0151222851449417,-2.7865090376653
"4117","ENSG00000147155","EBP",3.04584200494763,6.19016450621336,13.8025305695269,1.86306956983826e-08,7.72169237337393e-06,10.0560893903258
"4118","ENSG00000147162","OGT",-0.748352374639124,6.5283337381334,-3.70026644099057,0.00331105323210934,0.00929516342966402,-2.32341135064994
"4119","ENSG00000147168","IL2RG",-2.04326473508844,1.94954957102874,-6.64882090163141,3.07182904100856e-05,0.000281369427774179,2.70103053800529
"4120","ENSG00000147180","ZNF711",-2.24576543121592,0.65278584381702,-5.85148542185144,9.68041130872691e-05,0.000625912496849139,1.65466994162012
"4121","ENSG00000147224","PRPS1",1.38807646100189,4.66736259898519,6.92814550363958,2.09618524405594e-05,0.000217476140067801,2.83614513675211
"4122","ENSG00000147231","RADX",0.738465953246526,0.966857128277119,2.94787710064974,0.0128322144656879,0.0275490872991023,-3.24563159670673
"4123","ENSG00000147251","DOCK11",-0.955869671263693,4.43052179756454,-4.38806410969002,0.001001809529384,0.00362424762750722,-1.17595788209529
"4124","ENSG00000147257","GPC3",-5.21432988382212,2.77413305787689,-8.78433125584609,2.09311948877578e-06,5.31348617266642e-05,5.35531461138286
"4125","ENSG00000147274","RBMX",-0.443455452183601,6.13145248931691,-3.37070421511287,0.00596968036809522,0.0148468473154684,-2.95719023601354
"4126","ENSG00000147383","NSDHL",2.8783661122988,4.77831993861155,16.7242481604031,2.30722750304384e-09,3.70372938624982e-06,12.107496919878
"4127","ENSG00000147394","ZNF185",-1.23716631298829,1.96177091369776,-4.92249261660278,0.000412216841231019,0.00184323245947261,0.0566083571470744
"4128","ENSG00000147408","CSGALNACT1",-1.78899103653004,3.49888760199933,-8.35443663243188,3.45028114950844e-06,7.08430983000233e-05,4.78211065357596
"4129","ENSG00000147419","CCDC25",1.42468570878252,5.18752533367948,8.47990649893639,2.9761240759309e-06,6.50400976890938e-05,4.86784705162272
"4130","ENSG00000147437","GNRH1",-1.07623741945882,-0.330289976887887,-2.92698265241485,0.0133282991608186,0.0283897595394132,-3.06821393950056
"4131","ENSG00000147459","DOCK5",-0.925864262132813,6.24553112734906,-5.28650756163581,0.000230282084111248,0.00118478662325634,0.393640387281051
"4132","ENSG00000147471","PLPBP",1.56768369501272,5.47734062238801,10.9915840321446,2.09946115438599e-07,1.73764156122034e-05,7.60835676290242
"4133","ENSG00000147475","ERLIN2",0.782266559941594,5.85379511206978,5.00754051225272,0.000359188008939156,0.00166733487430274,-0.0964032728303916
"4134","ENSG00000147526","TACC1",-0.791674994960929,7.30589763464506,-4.98784042340357,0.000370796299562375,0.00170552775662215,0.00204168055152465
"4135","ENSG00000147533","GOLGA7",0.433530831067527,4.79589198771618,3.27816608800111,0.00705371773168245,0.016969284428617,-3.17994778016813
"4136","ENSG00000147548","NSD3",-0.614911922713111,5.56942961185647,-4.44752987430457,0.000905843959372448,0.00334351852729906,-1.06972597667504
"4137","ENSG00000147576","ADHFE1",1.24693063693501,4.23343549481514,5.63913681009402,0.000133370536824351,0.000787117960977404,0.926162963528093
"4138","ENSG00000147586","MRPS28",1.19037336651765,4.31917136381785,7.00049515766111,1.90171995357105e-05,0.000203642031171362,2.95075635697792
"4139","ENSG00000147592","LACTB2",1.47176041024518,4.58750277932712,7.38205214108684,1.1503248208191e-05,0.000147298300841361,3.46395943802783
"4140","ENSG00000147614","ATP6V0D2",-2.43744137734019,-0.677741496435136,-4.34768015873095,0.00107299239210159,0.00382070975191163,-0.592529990572539
"4141","ENSG00000147642","SYBU",1.1618256755431,5.02401925569092,5.0478901359152,0.000336591232850123,0.00158030523522134,-0.0602969892987719
"4142","ENSG00000147647","DPYS",2.78326339063116,7.2478013745398,11.4641915254222,1.34919521981336e-07,1.47062278959656e-05,8.09734576100635
"4143","ENSG00000147649","MTDH",0.93638529446362,7.37689858153874,5.94855582176698,8.3789333582761e-05,0.000565794283902254,1.54423234499721
"4144","ENSG00000147650","LRP12",-1.42367872140743,2.38229910400279,-7.69151042242736,7.75057201478181e-06,0.00011505830752163,4.05876938780202
"4145","ENSG00000147654","EBAG9",0.81128603937326,3.84024496635504,4.70193618772198,0.000591901245587811,0.00240105494936585,-0.586303059069609
"4146","ENSG00000147669","POLR2K",0.618254945269987,3.91910629726095,4.2474717049387,0.00127337857355866,0.00436353946281756,-1.38389066266593
"4147","ENSG00000147676","MAL2",0.562811471111281,4.82707880696761,2.60891489379325,0.0237235623276683,0.0456130949022176,-4.3838902317947
"4148","ENSG00000147684","NDUFB9",1.15391629275529,5.77737472986513,9.03499642278667,1.5773820297517e-06,4.52165777294734e-05,5.54289163474602
"4149","ENSG00000147724","FAM135B",-2.48585340508369,0.271696927372992,-7.17289553336263,1.51194993364241e-05,0.000175414007412994,3.48735659711154
"4150","ENSG00000147813","NAPRT",2.15956362526445,4.94693159266975,6.83663461637553,2.37314232251975e-05,0.000237457027758586,2.70318399834865
"4151","ENSG00000147852","VLDLR",-0.967956978125802,2.40871319721915,-3.69084917673243,0.0033668744402713,0.0094204197221218,-2.1462586324122
"4152","ENSG00000147853","AK3",1.63265882504428,6.85725370420737,8.47320405332585,2.99959550744973e-06,6.51646217358597e-05,4.93863656421177
"4153","ENSG00000147854","UHRF2",-0.520863631809676,4.6355662142469,-3.14536845226407,0.0089687564471877,0.0205515574026006,-3.41712852895182
"4154","ENSG00000147883","CDKN2B",-1.7348583960319,2.28569569159351,-5.1053225289611,0.000306978674486051,0.00147127371245107,0.311671668502417
"4155","ENSG00000147889","CDKN2A",-4.49524976830651,-0.952902037325921,-7.26125729479234,1.3461754621468e-05,0.00016337296433394,3.51238288495675
"4156","ENSG00000147905","ZCCHC7",-0.381244319414515,3.78370694722635,-2.84859542422927,0.0153664185704307,0.0319099525306706,-3.88703618915538
"4157","ENSG00000147955","SIGMAR1",1.61913952168735,5.92384028741562,11.2638577846633,1.62420387072177e-07,1.56338606008556e-05,7.8803599327771
"4158","ENSG00000148019","CEP78",0.588711124966235,4.1167415465202,4.26488430224022,0.00123593941020668,0.00425921508693004,-1.37126735610889
"4159","ENSG00000148053","NTRK2",-2.30222050714448,2.01946969736622,-7.18079419144736,1.49627714877245e-05,0.000174743795588782,3.42340481568893
"4160","ENSG00000148057","IDNK",1.72118783767028,2.79668399718438,5.60190816899579,0.000141169809918493,0.000819722625301136,1.03405061398136
"4161","ENSG00000148090","AUH",0.637187970674802,3.78447742942878,3.03235168096064,0.0110082529622854,0.024328376822032,-3.55644237931817
"4162","ENSG00000148110","MFSD14B",-0.476457112923374,4.67171277334602,-3.98053146445477,0.00202124873823684,0.00626931498678837,-1.90706833634361
"4163","ENSG00000148143","ZNF462",-1.69310444256892,3.55638711158396,-7.43999591984205,1.06742469785819e-05,0.000139930106271566,3.60956825902232
"4164","ENSG00000148154","UGCG",-1.57607239625691,5.9227650514928,-9.25531844286383,1.23627113121771e-06,4.07482755662236e-05,5.8005875565439
"4165","ENSG00000148175","STOM",1.21595252391035,8.75550046907597,5.03760735565449,0.000342203750021884,0.00160197078947148,0.229855687773197
"4166","ENSG00000148180","GSN",-1.55833804096718,6.67636968685607,-5.32494496265761,0.000216787204346863,0.00113591348793974,0.494077532933709
"4167","ENSG00000148187","MRRF",0.419863049868382,4.52924044945773,3.08337673678037,0.0100351731007798,0.0225466348920628,-3.52543710687262
